Offspring ID	O loci typed	Known parent ID	KP loci typed	KP class	O-KP loci compared	0-KP loci mismatching	Prob. non-exclusion	Candidate parent ID	CP loci typed	O-CP loci compared	O-CP loci mismatching	O-KP-CP loci compared	O-KP-CP loci mismatching	LOD	Delta	Confidence
1928_4T	6	1928	9	Typed	6	0	0.305303544	1928	9	6	0	6	0	2.776988268	2.776988268	*
1928_1E	6	1928	9	Typed	6	0	0.225198060	1928	9	6	0	6	0	2.665933847	2.665933847	+
1928_3E	7	1928	9	Typed	7	0	0.219372958	1928	9	7	0	7	0	2.918207645	2.918207645	*
1928_4E	6	1928	9	Typed	6	0	0.275455415	1928	9	6	0	6	0	3.003373146	3.003373146	*
1847_1T	7	1847	9	Typed	7	0	0.018671308	1847	9	7	0	7	0	6.146279335	6.146279335	*
1847_2T	9	1847	9	Typed	9	0	0.001545842	1847	9	9	0	9	0	8.903115273	8.903115273	*
1847_3T	9	1847	9	Typed	9	0	0.001545842	1847	9	9	0	9	0	8.903115273	8.903115273	*
1847_1E	6	1847	9	Typed	6	0	0.091178745	1847	9	6	0	6	4	-3.681932688	0.000000000	
1847_2E	6	1847	9	Typed	6	0	0.000870095	1847	9	6	0	6	4	-2.279101133	0.000000000	
1847_3E	8	1847	9	Typed	8	0	0.077551097	1847	9	8	0	8	5	-1.871137381	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	1928	9	6	1	0	0	-0.900594532	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	1925	6	5	1	0	0	-1.562452197	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	359	8	6	3	0	0	-1.880301237	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	1924	7	6	2	0	0	-1.986154437	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	1847	9	6	3	0	0	-2.068505764	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	1927	9	6	3	0	0	-2.605846643	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	1926	9	6	3	0	0	-3.332400560	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	1931	9	6	4	0	0	-4.143580437	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	1921	8	5	4	0	0	-4.201721191	0.000000000
R_1T	6		0	Untyped	0	0	0.027644377	1829	9	6	4	0	0	-4.515033245	0.000000000
R_2T	7		0	Untyped	0	0	0.000216879	1829	9	7	4	0	0	-0.110361271	0.000000000
R_2T	7		0	Untyped	0	0	0.000216879	1921	8	6	4	0	0	-0.459001362	0.000000000
R_2T	7		0	Untyped	0	0	0.000216879	1925	6	6	2	0	0	-0.902441978	0.000000000
R_2T	7		0	Untyped	0	0	0.000216879	1928	9	7	4	0	0	-1.391227722	0.000000000
R_2T	7		0	Untyped	0	0	0.000216879	1931	9	7	4	0	0	-1.404295564	0.000000000
R_2T	7		0	Untyped	0	0	0.000216879	1924	7	7	4	0	0	-2.134604692	0.000000000	
R_2T	7		0	Untyped	0	0	0.000216879	1847	9	7	5	0	0	-2.146260500	0.000000000	
R_2T	7		0	Untyped	0	0	0.000216879	359	8	7	5	0	0	-2.501183271	0.000000000	
R_2T	7		0	Untyped	0	0	0.000216879	1927	9	7	5	0	0	-3.270960808	0.000000000	
R_2T	7		0	Untyped	0	0	0.000216879	1926	9	7	5	0	0	-5.285499096	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	1847	9	8	4	0	0	-0.269407451	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	359	8	7	3	0	0	-0.694810927	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	1928	9	8	3	0	0	-1.356673717	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	1927	9	8	4	0	0	-2.172470808	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	1925	6	6	2	0	0	-2.563416481	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	1924	7	7	3	0	0	-4.096126080	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	1931	9	8	6	0	0	-6.920735836	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	1829	9	8	6	0	0	-7.292188168	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	1921	8	7	6	0	0	-7.640828609	0.000000000	
R_1E	8		0	Untyped	0	0	0.000496992	1926	9	8	6	0	0	-8.100095749	0.000000000	
R_2E	5		0	Untyped	0	0	0.012587476	1931	9	5	2	0	0	1.385120153	0.643344641	-
R_2E	5		0	Untyped	0	0	0.012587476	1829	9	5	2	0	0	0.741775513	0.000000000	
R_2E	5		0	Untyped	0	0	0.012587476	1921	8	4	2	0	0	0.305759847	0.000000000	
R_2E	5		0	Untyped	0	0	0.012587476	1925	6	5	2	0	0	0.153931648	0.000000000	
R_2E	5		0	Untyped	0	0	0.012587476	1847	9	5	3	0	0	-0.866925955	0.000000000	
R_2E	5		0	Untyped	0	0	0.012587476	1928	9	5	2	0	0	-1.270883322	0.000000000	
R_2E	5		0	Untyped	0	0	0.012587476	359	8	5	3	0	0	-2.078485012	0.000000000	
R_2E	5		0	Untyped	0	0	0.012587476	1927	9	5	3	0	0	-2.248491287	0.000000000	
R_2E	5		0	Untyped	0	0	0.012587476	1924	7	5	2	0	0	-2.487238407	0.000000000	
R_2E	5		0	Untyped	0	0	0.012587476	1926	9	5	3	0	0	-2.807385445	0.000000000	
CG_1T	6		0	Untyped	0	0	0.027901040	1924	7	6	1	0	0	1.235327125	1.235327125	-
CG_1T	6		0	Untyped	0	0	0.027901040	359	8	6	3	0	0	-1.074488401	0.000000000	
CG_1T	6		0	Untyped	0	0	0.027901040	1847	9	6	3	0	0	-1.550280571	0.000000000	
CG_1T	6		0	Untyped	0	0	0.027901040	1921	8	5	3	0	0	-2.343452692	0.000000000	
CG_1T	6		0	Untyped	0	0	0.027901040	1927	9	6	3	0	0	-2.354445696	0.000000000	
CG_1T	6		0	Untyped	0	0	0.027901040	1829	9	6	3	0	0	-2.656764984	0.000000000	
CG_1T	6		0	Untyped	0	0	0.027901040	1925	6	6	2	0	0	-3.652765512	0.000000000	
CG_1T	6		0	Untyped	0	0	0.027901040	1928	9	6	3	0	0	-3.941236734	0.000000000	
CG_1T	6		0	Untyped	0	0	0.027901040	1931	9	6	3	0	0	-3.950699329	0.000000000	
CG_1T	6		0	Untyped	0	0	0.027901040	1926	9	6	3	0	0	-4.504446507	0.000000000	
CG_2T	6		0	Untyped	0	0	0.004706709	359	8	6	3	0	0	0.605325460	0.100426853	-
CG_2T	6		0	Untyped	0	0	0.004706709	1928	9	6	2	0	0	0.504898608	0.000000000	
CG_2T	6		0	Untyped	0	0	0.004706709	1847	9	6	3	0	0	0.480587751	0.000000000	
CG_2T	6		0	Untyped	0	0	0.004706709	1927	9	6	3	0	0	0.006404708	0.000000000	
CG_2T	6		0	Untyped	0	0	0.004706709	1924	7	6	2	0	0	-0.772628069	0.000000000	
CG_2T	6		0	Untyped	0	0	0.004706709	1925	6	5	1	0	0	-1.011410832	0.000000000	
CG_2T	6		0	Untyped	0	0	0.004706709	1926	9	6	3	0	0	-1.099907756	0.000000000	
CG_2T	6		0	Untyped	0	0	0.004706709	1931	9	6	4	0	0	-2.248901129	0.000000000	
CG_2T	6		0	Untyped	0	0	0.004706709	1921	8	5	4	0	0	-2.699030161	0.000000000	
CG_2T	6		0	Untyped	0	0	0.004706709	1829	9	6	4	0	0	-2.894144058	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	1925	6	5	1	0	0	-0.159199953	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	359	8	6	2	0	0	-0.706917763	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	1931	9	7	3	0	0	-0.990937710	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	1921	8	6	3	0	0	-1.049078345	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	1926	9	7	3	0	0	-1.088758707	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	1927	9	7	3	0	0	-1.095047116	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	1924	7	6	3	0	0	-1.308377028	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	1829	9	7	3	0	0	-1.362390399	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	1928	9	7	3	0	0	-2.518242121	0.000000000	
CG_1E	7		0	Untyped	0	0	0.006420134	1847	9	7	5	0	0	-3.438068867	0.000000000	
CG_2E	5		0	Untyped	0	0	0.042251047	1928	9	5	1	0	0	0.150702894	0.150702894	-
CG_2E	5		0	Untyped	0	0	0.042251047	359	8	5	2	0	0	-0.212099731	0.000000000	
CG_2E	5		0	Untyped	0	0	0.042251047	1847	9	5	2	0	0	-0.381727368	0.000000000	
CG_2E	5		0	Untyped	0	0	0.042251047	1924	7	5	1	0	0	-0.396773279	0.000000000	
CG_2E	5		0	Untyped	0	0	0.042251047	1925	6	5	1	0	0	-0.615921915	0.000000000	
CG_2E	5		0	Untyped	0	0	0.042251047	1931	9	5	2	0	0	-0.905792058	0.000000000	
CG_2E	5		0	Untyped	0	0	0.042251047	1921	8	4	2	0	0	-1.269360900	0.000000000	
CG_2E	5		0	Untyped	0	0	0.042251047	1829	9	5	2	0	0	-1.545882940	0.000000000	
CG_2E	5		0	Untyped	0	0	0.042251047	1926	9	5	2	0	0	-1.747130513	0.000000000	
CG_2E	5		0	Untyped	0	0	0.042251047	1927	9	5	3	0	0	-3.123228312	0.000000000	
CGC_1T	4		0	Untyped	0	0	0.037418120	1926	9	4	0	0	0	1.267018080	0.315769136	-
CGC_1T	4		0	Untyped	0	0	0.037418120	1925	6	4	1	0	0	0.951248944	0.000000000	
CGC_1T	4		0	Untyped	0	0	0.037418120	1921	8	4	2	0	0	0.785919428	0.000000000	
CGC_1T	4		0	Untyped	0	0	0.037418120	1829	9	4	2	0	0	0.757195115	0.000000000	
CGC_1T	4		0	Untyped	0	0	0.037418120	1931	9	4	2	0	0	0.746581674	0.000000000	
CGC_1T	4		0	Untyped	0	0	0.037418120	1924	7	4	2	0	0	-0.037988294	0.000000000	
CGC_1T	4		0	Untyped	0	0	0.037418120	1927	9	4	2	0	0	-0.248025760	0.000000000	
CGC_1T	4		0	Untyped	0	0	0.037418120	359	8	4	3	0	0	-1.359063029	0.000000000	
CGC_1T	4		0	Untyped	0	0	0.037418120	1847	9	4	3	0	0	-1.824507236	0.000000000	
CGC_1T	4		0	Untyped	0	0	0.037418120	1928	9	4	3	0	0	-2.381173372	0.000000000	
CGC_2T	5		0	Untyped	0	0	0.326109171	1926	9	5	0	0	0	2.659676552	2.009347439	+
CGC_2T	5		0	Untyped	0	0	0.326109171	1927	9	5	0	0	0	0.650329232	0.000000000	
CGC_2T	5		0	Untyped	0	0	0.326109171	1924	7	5	0	0	0	0.309309214	0.000000000	
CGC_2T	5		0	Untyped	0	0	0.326109171	1925	6	5	1	0	0	-0.650185287	0.000000000	
CGC_2T	5		0	Untyped	0	0	0.326109171	1931	9	5	1	0	0	-1.026793480	0.000000000	
CGC_2T	5		0	Untyped	0	0	0.326109171	1921	8	4	1	0	0	-1.187048912	0.000000000	
CGC_2T	5		0	Untyped	0	0	0.326109171	1829	9	5	1	0	0	-2.204613686	0.000000000	
CGC_2T	5		0	Untyped	0	0	0.326109171	359	8	5	2	0	0	-2.591354609	0.000000000	
CGC_2T	5		0	Untyped	0	0	0.326109171	1928	9	5	2	0	0	-4.809569836	0.000000000	
CGC_2T	5		0	Untyped	0	0	0.326109171	1847	9	5	3	0	0	-5.246102333	0.000000000	
CGC_2E	8		0	Untyped	0	0	0.239829779	1926	9	8	0	0	0	2.790197372	1.517125487	-
CGC_2E	8		0	Untyped	0	0	0.239829779	1924	7	7	0	0	0	1.273071885	0.000000000	
CGC_2E	8		0	Untyped	0	0	0.239829779	1927	9	8	0	0	0	1.147632837	0.000000000	
CGC_2E	8		0	Untyped	0	0	0.239829779	1931	9	8	1	0	0	0.133774549	0.000000000	
CGC_2E	8		0	Untyped	0	0	0.239829779	1921	8	7	1	0	0	-0.148529276	0.000000000	
CGC_2E	8		0	Untyped	0	0	0.239829779	1829	9	8	1	0	0	-1.166094065	0.000000000	
CGC_2E	8		0	Untyped	0	0	0.239829779	1925	6	6	1	0	0	-1.431837916	0.000000000	
CGC_2E	8		0	Untyped	0	0	0.239829779	359	8	7	3	0	0	-4.436329365	0.000000000	
CGC_2E	8		0	Untyped	0	0	0.239829779	1928	9	8	2	0	0	-4.861618996	0.000000000	
CGC_2E	8		0	Untyped	0	0	0.239829779	1847	9	8	6	0	0	-8.649530411	0.000000000	
CGZ_1T	5		0	Untyped	0	0	0.429111004	1926	9	5	0	0	0	2.833444118	2.400991201	+
CGZ_1T	5		0	Untyped	0	0	0.429111004	1921	8	4	0	0	0	0.432452828	0.000000000	
CGZ_1T	5		0	Untyped	0	0	0.429111004	1924	7	4	0	0	0	0.277888507	0.000000000	
CGZ_1T	5		0	Untyped	0	0	0.429111004	1927	9	5	0	0	0	0.169635087	0.000000000	
CGZ_1T	5		0	Untyped	0	0	0.429111004	1925	6	4	1	0	0	-0.679684222	0.000000000	
CGZ_1T	5		0	Untyped	0	0	0.429111004	359	8	4	1	0	0	-1.175874710	0.000000000	
CGZ_1T	5		0	Untyped	0	0	0.429111004	1931	9	5	1	0	0	-1.507487416	0.000000000	
CGZ_1T	5		0	Untyped	0	0	0.429111004	1829	9	5	1	0	0	-2.032012701	0.000000000	
CGZ_1T	5		0	Untyped	0	0	0.429111004	1847	9	5	3	0	0	-4.963824749	0.000000000	
CGZ_1T	5		0	Untyped	0	0	0.429111004	1928	9	5	2	0	0	-5.265128136	0.000000000	
CGZ_2T	7		0	Untyped	0	0	0.324819952	1926	9	7	0	0	0	4.454060555	4.009657860	*
CGZ_2T	7		0	Untyped	0	0	0.324819952	1924	7	6	0	0	0	0.444402635	0.000000000	
CGZ_2T	7		0	Untyped	0	0	0.324819952	1927	9	7	0	0	0	0.115511984	0.000000000	
CGZ_2T	7		0	Untyped	0	0	0.324819952	1921	8	6	1	0	0	-0.930250049	0.000000000	
CGZ_2T	7		0	Untyped	0	0	0.324819952	1925	6	5	1	0	0	-1.177668095	0.000000000	
CGZ_2T	7		0	Untyped	0	0	0.324819952	1931	9	7	1	0	0	-1.561610460	0.000000000	
CGZ_2T	7		0	Untyped	0	0	0.324819952	1829	9	7	1	0	0	-2.658027649	0.000000000	
CGZ_2T	7		0	Untyped	0	0	0.324819952	359	8	6	2	0	0	-2.799407721	0.000000000	
CGZ_2T	7		0	Untyped	0	0	0.324819952	1928	9	7	2	0	0	-6.475600719	0.000000000	
CGZ_2T	7		0	Untyped	0	0	0.324819952	1847	9	7	5	0	0	-7.082857132	0.000000000	
CGZ_1E	7		0	Untyped	0	0	0.074707083	1926	9	7	0	0	0	4.744901657	4.744901657	*
CGZ_1E	7		0	Untyped	0	0	0.074707083	1924	7	7	1	0	0	-0.016324360	0.000000000	
CGZ_1E	7		0	Untyped	0	0	0.074707083	1921	8	6	1	0	0	-0.029382512	0.000000000	
CGZ_1E	7		0	Untyped	0	0	0.074707083	1925	6	6	2	0	0	-0.954204917	0.000000000	
CGZ_1E	7		0	Untyped	0	0	0.074707083	1927	9	7	1	0	0	-1.131849051	0.000000000	
CGZ_1E	7		0	Untyped	0	0	0.074707083	1931	9	7	2	0	0	-2.145707369	0.000000000	
CGZ_1E	7		0	Untyped	0	0	0.074707083	1829	9	7	2	0	0	-2.659512281	0.000000000	
CGZ_1E	7		0	Untyped	0	0	0.074707083	359	8	7	3	0	0	-4.235208988	0.000000000	
CGZ_1E	7		0	Untyped	0	0	0.074707083	1928	9	7	3	0	0	-5.848926067	0.000000000	
CGZ_1E	7		0	Untyped	0	0	0.074707083	1847	9	7	5	0	0	-8.188843727	0.000000000	
CGZ_2E	7		0	Untyped	0	0	0.058566853	1926	9	7	0	0	0	4.039724350	4.039724350	*
CGZ_2E	7		0	Untyped	0	0	0.058566853	1927	9	7	1	0	0	-0.195551604	0.000000000	
CGZ_2E	7		0	Untyped	0	0	0.058566853	1924	7	6	1	0	0	-0.925523639	0.000000000	
CGZ_2E	7		0	Untyped	0	0	0.058566853	1925	6	6	2	0	0	-1.155252576	0.000000000
CGZ_2E	7		0	Untyped	0	0	0.058566853	1921	8	6	2	0	0	-2.126584768	0.000000000
CGZ_2E	7		0	Untyped	0	0	0.058566853	359	8	6	3	0	0	-3.272890568	0.000000000
CGZ_2E	7		0	Untyped	0	0	0.058566853	1931	9	7	3	0	0	-4.242909908	0.000000000
CGZ_2E	7		0	Untyped	0	0	0.058566853	1829	9	7	3	0	0	-4.756714821	0.000000000
CGZ_2E	7		0	Untyped	0	0	0.058566853	1928	9	7	3	0	0	-4.987117767	0.000000000
CGZ_2E	7		0	Untyped	0	0	0.058566853	1847	9	7	5	0	0	-7.481924534	0.000000000
